,credit,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month
12350,1,M,Y,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-14229,-1112,0,0,0,Security staff,2,-44
12351,1,M,Y,N,2,292500.0,State servant,Secondary / secondary special,Married,With parents,-15583,-6031,0,1,0,Drivers,4,-52
12352,1,M,Y,Y,2,211500.0,Working,Secondary / secondary special,Married,House / apartment,-10435,-2987,0,0,0,Unknown,4,-39
12353,1,F,Y,Y,0,206100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20296,1,0,1,0,No,2,-26
12354,1,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13177,-1678,0,0,0,Sales staff,2,-1
12355,1,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13817,-2215,0,1,0,Laborers,2,-16
12356,1,F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20723,1,0,1,0,No,1,-25
12357,0,F,N,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10091,-1525,0,0,1,Unknown,2,-53
12358,0,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22120,1,0,0,0,No,1,-35
12359,1,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17427,1,0,0,0,No,2,-8
12360,0,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,-14897,-2654,1,1,0,Unknown,2,-3
12361,1,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21635,1,0,1,0,No,2,-3
12362,0,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18625,-3153,0,1,0,Laborers,2,-30
12363,1,M,Y,N,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-13425,-3143,0,0,0,Drivers,2,-5
12364,1,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,-10092,-976,0,0,0,Unknown,3,-3
12365,1,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,-10344,-3072,1,1,0,High skill tech staff,1,-60
12366,1,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18526,-8624,0,0,0,Low-skill Laborers,2,-9
12367,1,M,Y,N,1,202500.0,Working,Incomplete higher,Married,House / apartment,-11745,-231,1,0,0,Drivers,3,-45
12368,1,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-20319,-3961,1,0,0,Unknown,2,-18
12369,1,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-9558,-2180,0,0,0,Laborers,1,-42
12370,1,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,-10669,-1495,0,0,0,Unknown,2,-6
12371,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16031,-5574,1,0,0,Laborers,2,-11
12372,1,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20284,-557,0,0,0,Security staff,2,-27
12373,1,F,N,Y,0,90000.0,Commercial associate,Higher education,Separated,House / apartment,-18386,-8808,0,0,0,Core staff,1,-59
12374,1,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-9313,-615,0,0,0,Unknown,2,-10
12375,1,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-9876,-1571,0,0,0,Core staff,2,-9
12376,1,M,Y,N,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-21997,-2538,1,1,0,Security staff,2,-6
12377,1,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-8746,-1193,1,0,0,IT staff,2,-9
12378,0,M,Y,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18472,-1661,1,0,0,Drivers,2,-49
12379,1,F,Y,N,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20458,1,0,1,0,No,2,-9
12380,1,F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,-12732,-4520,0,0,0,Core staff,3,-37
12381,1,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-12114,-4004,0,0,0,Accountants,2,-1
12382,1,F,N,N,0,126000.0,State servant,Secondary / secondary special,Married,House / apartment,-18166,-3666,1,0,0,Medicine staff,2,-49
12383,1,F,Y,N,1,225000.0,Working,Higher education,Single / not married,With parents,-13861,-5408,0,0,0,Laborers,2,-51
12384,1,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17058,-628,0,1,1,Sales staff,3,-4
12385,1,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-13668,-808,0,0,0,Laborers,2,-25
12386,1,F,N,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-15653,-2235,1,0,0,Laborers,2,-28
12387,1,M,N,Y,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14358,-2317,0,0,0,Unknown,4,-38
12388,1,F,N,Y,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17835,-3273,0,0,0,Core staff,2,-26
12389,1,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15454,-354,0,0,0,Laborers,2,-44
12390,1,F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-22747,1,0,0,0,No,2,-8
12391,1,M,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-14778,-2530,0,0,0,Unknown,2,-3
12392,1,M,N,N,2,166500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13657,-4195,0,1,0,Unknown,4,-28
12393,1,F,Y,Y,0,292500.0,Commercial associate,Higher education,Single / not married,House / apartment,-16930,-8995,0,0,0,High skill tech staff,1,-19
12394,1,M,Y,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15541,-3263,0,0,0,Laborers,3,-59
12395,1,F,N,Y,2,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12486,-1816,0,0,0,Laborers,4,-16
12396,1,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9811,-864,0,0,0,Core staff,3,-26
12397,1,M,Y,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-15565,-4004,1,1,0,Unknown,2,-59
12398,1,M,Y,N,1,229500.0,State servant,Secondary / secondary special,Married,House / apartment,-21665,-4342,0,0,0,Managers,3,-51
12399,1,F,N,N,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21310,1,0,0,0,No,2,-28
12400,1,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-18770,-1183,0,0,0,Drivers,2,-23
12401,1,M,N,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-18635,-8643,0,0,0,Managers,2,-58
12402,1,F,N,Y,0,148500.0,Working,Secondary / secondary special,Married,House / apartment,-12279,-1844,1,0,0,Laborers,2,0
12403,1,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-8750,-1589,0,0,0,Laborers,3,-26
12404,1,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23758,1,0,0,0,No,2,-6
12405,1,M,Y,N,2,427500.0,Commercial associate,Higher education,Married,House / apartment,-14561,-4745,0,1,0,Unknown,4,-56
12406,1,M,Y,Y,1,405000.0,State servant,Higher education,Married,House / apartment,-11532,-4917,0,0,0,Managers,3,-49
12407,1,F,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-12914,-278,0,0,1,Laborers,1,-43
12408,1,F,N,N,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10740,-857,1,0,0,Unknown,2,-7
12409,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12525,-143,0,0,0,Unknown,2,-48
12410,1,F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-23640,1,0,1,1,No,2,-33
12411,1,F,N,N,7,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13827,-1649,1,1,0,Cleaning staff,9,-31
12412,1,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16215,-3567,0,0,0,Sales staff,2,-10
12413,1,M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,0,1,1,Core staff,3,-7
12414,1,F,Y,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-21179,1,0,0,0,No,2,-52
12415,1,F,N,N,0,405000.0,Working,Higher education,Married,House / apartment,-10726,-1921,1,1,0,Unknown,2,-52
12416,1,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23734,-6067,0,0,0,Managers,2,-36
12417,1,M,Y,N,1,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16310,-1401,0,0,0,Drivers,3,-9
12418,1,M,Y,N,1,180000.0,Commercial associate,Higher education,Married,House / apartment,-12925,-1693,0,0,1,IT staff,3,-14
12419,1,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19261,-5130,0,0,0,Sales staff,2,-50
12420,0,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17778,-1194,0,0,0,Laborers,2,-17
12421,0,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-13689,-1172,0,0,0,Sales staff,3,-36
12422,1,F,N,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16160,-4852,0,0,0,Accountants,2,-27
12423,1,F,N,Y,0,135000.0,Pensioner,Higher education,Widow,House / apartment,-22344,1,0,0,0,No,1,-37
12424,1,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,-16768,-3088,1,0,0,Laborers,4,-33
12425,1,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,-10650,-3163,0,0,0,Accountants,3,-35
12426,1,F,N,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-17253,-4267,0,0,0,Unknown,2,-34
12427,1,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-19737,1,0,0,0,No,1,-7
12428,1,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,-23694,1,0,0,1,No,1,-11
12429,1,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20463,-2319,0,0,0,Cleaning staff,2,-8
12430,1,F,N,N,0,252000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22765,1,0,0,0,No,1,-55
12431,1,F,Y,Y,2,67500.0,State servant,Higher education,Married,House / apartment,-11831,-3778,1,1,0,Core staff,4,-33
12432,1,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23374,1,0,1,0,No,2,-5
12433,1,F,N,Y,0,155250.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22044,1,0,0,0,No,2,-46
12434,1,F,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,-8111,-1361,0,0,0,High skill tech staff,2,-9
12435,1,F,N,Y,1,382500.0,State servant,Higher education,Single / not married,With parents,-12116,-553,0,0,0,Managers,2,-18
12436,1,M,Y,N,0,166500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10568,-2026,1,0,0,Laborers,1,0
12437,1,M,Y,Y,1,315000.0,Working,Higher education,Married,Co-op apartment,-13307,-1227,0,1,0,Laborers,3,-58
12438,1,F,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-14174,-1405,1,0,0,Core staff,2,-3
12439,0,F,N,Y,1,202500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-15975,-8760,0,0,0,Private service staff,3,-60
12440,1,M,Y,N,0,166500.0,Working,Higher education,Married,With parents,-10435,-1713,1,0,0,Core staff,2,-4
12441,1,M,Y,Y,0,211500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13427,-5237,1,0,0,Unknown,2,-10
12442,1,F,N,Y,0,121500.0,Working,Secondary / secondary special,Widow,House / apartment,-24139,-3566,0,0,0,Cleaning staff,1,-16
12443,1,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18292,-638,1,1,0,Laborers,2,-52
12444,0,F,N,Y,1,175500.0,Working,Secondary / secondary special,Married,House / apartment,-16704,-132,1,0,0,Cleaning staff,3,-1
12445,0,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14565,-1304,0,0,0,Drivers,2,-7
12446,1,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9579,-1953,0,0,0,Laborers,1,-10
12447,1,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21383,1,0,1,0,No,2,-54
12448,0,F,Y,N,0,225000.0,Working,Higher education,Married,House / apartment,-16649,-5453,0,1,0,Core staff,2,-11
12449,0,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11101,-96,1,0,0,Security staff,3,-52
12450,1,M,N,N,0,270000.0,State servant,Incomplete higher,Married,House / apartment,-9787,-1674,0,0,0,Unknown,2,-30
12451,0,F,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13921,-2542,0,0,0,Sales staff,2,-21
12452,1,F,N,Y,2,126000.0,Commercial associate,Higher education,Married,House / apartment,-12411,-1773,0,0,1,Managers,4,-45
12453,1,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17715,-1256,0,0,0,Sales staff,2,-29
12454,1,F,N,Y,1,315000.0,Working,Secondary / secondary special,Married,House / apartment,-16359,-4342,0,1,0,Core staff,3,-2
12455,0,F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15567,-1882,1,1,0,Laborers,4,-12
12456,1,F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23304,-3202,0,1,1,Unknown,1,-35
12457,1,M,Y,Y,1,189000.0,Working,Incomplete higher,Married,House / apartment,-15287,-2501,0,1,0,Unknown,3,-41
12458,1,F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13679,-4391,0,0,1,Accountants,3,-24
12459,1,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-23478,1,0,0,0,No,1,-50
12460,1,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-17472,-1202,1,1,0,Unknown,2,-36
12461,1,F,N,Y,1,270000.0,Working,Higher education,Married,House / apartment,-13749,-2877,1,1,0,Managers,3,-10
12462,0,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20285,-1734,1,1,0,High skill tech staff,2,-60
12463,1,F,N,Y,0,180000.0,Working,Lower secondary,Married,House / apartment,-16551,-5041,0,0,0,Cleaning staff,2,-3
12464,1,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21894,1,0,0,0,No,1,-2
12465,1,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,-10288,-2616,1,1,0,Managers,3,-36
12466,1,M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9926,-461,0,0,0,Drivers,1,-27
12467,1,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12988,-431,1,0,0,Sales staff,1,-3
12468,1,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21601,-1600,0,1,0,Managers,2,-39
12469,1,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24206,1,0,1,0,No,2,-50
12470,1,F,Y,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14420,-3550,0,0,0,Managers,3,-53
12471,1,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14438,-235,0,0,0,Sales staff,3,-29
12472,1,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15429,-1589,0,0,0,Core staff,1,-13
12473,0,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,-23483,1,0,0,0,No,2,-11
12474,1,F,Y,Y,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19046,-5618,0,0,0,Laborers,1,-55
12475,1,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,-14271,-302,0,0,0,Unknown,1,-55
12476,1,F,Y,N,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14775,-4327,1,0,0,Medicine staff,2,-33
12477,1,M,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13095,-217,0,1,0,Laborers,4,-51
12478,1,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,0,0,0,Drivers,3,-19
12479,1,M,Y,N,0,220500.0,Working,Secondary / secondary special,Married,House / apartment,-22647,-3847,0,1,0,Laborers,2,-17
12480,1,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-22823,-1017,0,1,0,Unknown,2,-52
12481,1,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16277,-6979,0,0,0,High skill tech staff,2,-16
12482,1,F,N,N,0,450000.0,Working,Higher education,Married,House / apartment,-11082,-3361,0,0,0,Sales staff,2,-13
12483,1,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9488,-1505,0,0,0,High skill tech staff,1,-32
12484,0,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-10482,-2654,0,0,0,Unknown,2,-5
12485,1,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,Rented apartment,-12374,-307,1,1,0,Core staff,2,-1
12486,1,F,Y,N,0,247500.0,Commercial associate,Higher education,Separated,House / apartment,-20471,-9094,1,0,0,Accountants,1,-29
12487,1,F,N,Y,1,180000.0,Working,Higher education,Separated,House / apartment,-16554,-2470,0,0,1,Unknown,2,-57
12488,1,M,Y,Y,2,202500.0,Working,Higher education,Married,House / apartment,-11132,-917,0,1,0,Laborers,4,-28
12489,1,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18184,-3021,0,1,1,Laborers,1,-39
12490,1,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18516,-2129,1,1,0,Low-skill Laborers,2,-40
12491,1,F,Y,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18279,-1741,0,1,0,Sales staff,2,-2
12492,1,M,Y,N,2,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,-11080,-657,0,0,0,Managers,4,-27
12493,1,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,0,0,0,Medicine staff,3,-8
12494,1,M,Y,N,1,135000.0,Working,Higher education,Married,House / apartment,-12241,-1581,1,0,0,Managers,3,-26
12495,1,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13589,-1649,0,0,0,Waiters/barmen staff,3,-37
12496,1,F,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14883,-1010,0,0,0,Sales staff,3,-24
12497,0,F,N,Y,0,90000.0,State servant,Higher education,Married,House / apartment,-12849,-543,1,1,0,Core staff,2,-2
